SHIP_ID,SHIPNAME,LENGTH,SHIPTYPE,WIDTH,FLAG,ship_type,LAT,LON,SPEED,COURSE,HEADING,DESTINATION,DWT,DATETIME,PORT,date,week_nb,port,is_parked,fromLAT,fromLON,fromTIME,DIST,delta_tau,lastLAT,lastLON
149677,PRINCESS ANASTASIA,176,6,32,MT,Passenger,59.92561,30.23437,0,142,299,HELSINKI,4000,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.92561,30.23437,2016-12-20T11:11:03Z,0,1,59.92561,30.23437
150545,RIG,87,7,13,MT,Cargo,55.72615,20.80644,96,262,265,HALMSTAD,2809,2016-12-17T04:17:06Z,klaipeda,2016-12-17,51,Klaipeda,0,55.72681,20.81727,2016-12-17T04:15:06Z,684.434,120,55.72615,20.80644
150705,CATHARINA SCHULTE,210,7,30,MT,Cargo,54.52525,18.54961,0,351,85,GDYNIA,34600,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.52526,18.54958,2016-12-20T10:57:06Z,2.239,121,54.52525,18.54961
151630,HENNEKE RAMBOW,134,7,22,DE,Cargo,59.92099,30.00359,112,291,292,DEHAM BUKAI,11274,2016-12-18T08:59:04Z,st_petersburg,2016-12-18,51,St. Petersburg,0,59.92099,30.00359,2016-12-18T08:57:05Z,0,119,59.92099,30.00359
151751,SEAMARLIN,188,8,32,DE,Tanker,54.5336,18.56182,0,14,14,SWINOUJSCIE,40550,2016-12-14T02:29:07Z,gdynia,2016-12-14,50,Gdynia,1,54.5336,18.56182,2016-12-14T02:27:07Z,0,120,54.5336,18.56182
151919,KRISTIN,37,2,9,DE,Fishing,57.64447,11.85815,0,6,22,DONSO,0,2016-12-20T08:09:06Z,gothenborg,2016-12-20,51,gothenborg,1,57.64447,11.85816,2016-12-20T08:07:08Z,0.597,118,57.64447,11.85815
151978,VICTORIA,37,2,10,DE,Fishing,57.70732,11.6605,0,250,21,UST LUGA,250,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.70737,11.66055,2016-12-20T10:59:05Z,6.316,720,57.70732,11.6605
152647,SEABASS,177,8,28,DE,Tanker,55.78962,20.84917,0,249,249,KLAIPEDA,32445,2016-12-20T11:11:06Z,klaipeda,2016-12-20,51,Klaipeda,1,55.78962,20.8491,2016-12-20T10:59:06Z,4.391,720,55.78962,20.84917
152955,WALTER HAMMANN,58,7,11,DE,Cargo,57.64769,11.7103,77,44,50,SELDK,1323,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,0,57.62553,11.68675,2016-12-20T10:59:05Z,2840.712,720,57.64769,11.7103
153800,AMANDA,80,7,11,DK,Cargo,57.92037,11.60343,77,253,251,DKCPH,1795,2016-12-19T15:13:05Z,gothenborg,2016-12-19,51,gothenborg,0,57.92173,11.61167,2016-12-19T15:11:12Z,511.279,113,57.92037,11.60343
154769,SCANDINAVIA,84,8,13,DK,Tanker,57.60133,11.663,103,202,202,MALMO PEC 8,3814,2016-12-17T08:59:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.60572,11.66635,2016-12-17T08:57:07Z,528.348,118,57.60133,11.663
154872,CHRISTINA MICHELLE,16,2,6,DK,Fishing,54.79425,18.41799,0,353,119,WLADYSLAWOWO,0,2016-12-15T12:05:08Z,gdynia,2016-12-15,50,Gdynia,1,54.79425,18.41799,2016-12-15T12:03:07Z,0,121,54.79425,18.41799
155138,SUPPLIER,21,3,8,DK,Tug,57.68293,11.87208,1,337,338,GOTHENBURG,,2016-12-20T10:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.68296,11.87204,2016-12-20T09:55:07Z,4.106,958,57.68293,11.87208
155229,TARNBRIS,129,8,19,DK,Tanker,57.92241,11.61587,141,254,251,BROFJORDEN,11288,2016-12-17T13:45:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.92417,11.63345,2016-12-17T13:43:05Z,1060.059,120,57.92241,11.61587
155585,TENDER1,12,7,4,DK,Cargo,57.64591,11.85905,0,321,511,GOTEBORG,,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.64591,11.85901,2016-12-20T10:59:07Z,2.389,718,57.64591,11.85905
155711,MAERSKMCKINNEYMOLLER,399,7,58,DK,Cargo,54.79345,18.96528,166,314,314,PLGDN>>DEBRV,194153,2016-12-19T11:01:02Z,gdansk,2016-12-19,51,Gdańsk,0,54.78707,18.97675,2016-12-19T10:59:02Z,1024.116,120,54.79345,18.96528
155712,PACIFIC,114,8,17,DK,Tanker,57.60863,11.60274,120,274,270,KRISTINSUND,8129,2016-12-17T13:41:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.60806,11.6168,2016-12-17T13:39:06Z,842.86,119,57.60863,11.60274
156111,TERNVAG,141,8,21,DK,Tanker,57.60388,11.61028,105,286,287,NL AMS,14796,2016-12-18T19:39:06Z,gothenborg,2016-12-18,51,gothenborg,0,57.60247,11.62188,2016-12-18T19:37:05Z,711.069,121,57.60388,11.61028
156114,TERNHAV,141,8,21,DK,Tanker,57.60136,11.64774,106,196,194,FI POR,14796,2016-12-17T02:31:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.60772,11.65106,2016-12-17T02:29:05Z,735.6,120,57.60136,11.64774
156246,MARINUS,119,8,16,DK,Tanker,57.60309,11.65381,126,208,207,DKFRC PEC-217,7082,2016-12-19T12:59:05Z,gothenborg,2016-12-19,51,gothenborg,0,57.63627,11.69,2016-12-19T12:55:04Z,4281.617,241,57.60309,11.65381
156323,LEXUS,87,8,13,DK,Tanker,57.74821,11.60452,106,274,275,SLAGEN,4320,2016-12-17T21:49:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.7485,11.62933,2016-12-17T21:47:05Z,1477.717,120,57.74821,11.60452
156348,STELLA NOVA,47,2,9,DK,Fishing,57.70705,11.65927,0,284,205,FISKE PLATS,0,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.70707,11.65928,2016-12-20T10:59:05Z,2.306,720,57.70705,11.65927
156373,SCORPIUS,129,8,19,DK,Tanker,57.61241,11.60169,116,273,270,AMSTERDAM,11249,2016-12-16T13:21:06Z,gothenborg,2016-12-16,51,gothenborg,0,57.61206,11.61392,2016-12-16T13:19:06Z,732.035,120,57.61241,11.60169
156758,ANGLIA SEAWAYS,142,7,23,DK,Cargo,54.37297,18.65725,0,208,25,GDANSK,4650,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.37293,18.65728,2016-12-20T11:09:02Z,4.861,120,54.37297,18.65725
157040,NAUTILUS,119,8,16,DK,Tanker,57.60019,11.6524,120,202,205,VASTERAS PEC62-525,6925,2016-12-20T04:13:05Z,gothenborg,2016-12-20,51,gothenborg,0,57.60743,11.65808,2016-12-20T04:11:12Z,874.911,113,57.60019,11.6524
157057,NEPTUNUS,119,8,16,DK,Tanker,57.60057,11.66171,130,191,191,HELSINGBORG PEC62190,6954,2016-12-19T14:25:05Z,gothenborg,2016-12-19,51,gothenborg,0,57.61234,11.66615,2016-12-19T14:23:04Z,1337.435,121,57.60057,11.66171
157062,NIMBUS,119,8,16,DK,Tanker,57.60355,11.64468,100,217,218,STOCKHOLM,6927,2016-12-20T00:59:05Z,gothenborg,2016-12-20,51,gothenborg,0,57.60658,11.64911,2016-12-20T00:57:13Z,428.967,112,57.60355,11.64468
157070,FREESIA SEAWAYS,229,7,26,DK,Cargo,57.69117,11.82283,0,335,190,BE GNE,14330,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.69117,11.82283,2016-12-20T10:59:07Z,0,718,57.69117,11.82283
157073,BEGONIA SEAWAYS,230,7,26,DK,Cargo,57.61075,11.61841,206,278,278,GENT,14424,2016-12-18T23:59:05Z,gothenborg,2016-12-18,51,gothenborg,0,57.61,11.64021,2016-12-18T23:57:05Z,1305.743,120,57.61075,11.61841
157110,MAGNOLIA SEAWAYS,199,7,28,DK,Cargo,57.68939,11.83352,1,6,96,IMMINGHAM,10407,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.68939,11.8335,2016-12-20T10:59:07Z,1.193,718,57.68939,11.83352
158315,R 355 TRINE LOUISE,20,2,6,DK,Fishing,54.79471,18.41791,0,243,115,AALBORG NJV,,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.79469,18.41791,2016-12-20T10:57:06Z,2.226,121,54.79471,18.41791
158394,HANNE THERESA,92,8,13,DK,Tanker,57.60037,11.65048,103,104,108,GOTEBORG,4282,2016-12-15T05:03:05Z,gothenborg,2016-12-15,50,gothenborg,0,57.60177,11.64016,2016-12-15T05:01:05Z,636.418,120,57.60037,11.65048
158493,STJARNVIK,24,2,6,SE,Fishing,57.60712,11.68237,86,191,187,,,2016-12-13T22:17:05Z,gothenborg,2016-12-13,50,gothenborg,0,57.60712,11.68237,2016-12-13T22:15:05Z,0,120,57.60712,11.68237
158628,PETUNIA SEAWAYS,199,7,29,DK,Cargo,57.61275,11.60402,168,275,272,IMMINGHAM,10407,2016-12-17T17:09:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.61139,11.63072,2016-12-17T17:07:05Z,1603.057,120,57.61275,11.60402
158740,PRIMULA SEAWAYS,199,7,29,DK,Cargo,57.61313,11.60117,192,292,292,GENT,10407,2016-12-19T23:09:04Z,gothenborg,2016-12-19,51,gothenborg,0,57.60918,11.62046,2016-12-19T23:07:14Z,1234.083,110,57.61313,11.60117
158750,R 222 BORNOE,15,2,6,DK,Fishing,54.79807,18.43298,67,64,511,,,2016-12-15T00:07:07Z,gdynia,2016-12-15,50,Gdynia,0,54.79617,18.42855,2016-12-15T00:05:07Z,354.847,120,54.79807,18.43298
159287,FICARIA SEAWAYS,229,7,26,DK,Cargo,57.69033,11.83219,1,95,95,GOTEBORG,14300,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.69033,11.83219,2016-12-20T10:59:07Z,0,718,57.69033,11.83219
159418,BIRTHE BRES,87,7,12,DK,Cargo,57.61271,11.6022,102,272,274,"GANDIA,SPAIN",3740,2016-12-18T11:07:05Z,gothenborg,2016-12-18,51,gothenborg,0,57.61263,11.61267,2016-12-18T11:05:05Z,625.855,120,57.61271,11.6022
159543,SELANDIA SWAN,147,8,22,DK,Tanker,54.67213,19.81009,120,305,303,RU KGD>NL RTM VIANOK,17998,2016-12-17T11:43:02Z,kalingrad,2016-12-17,51,Kalingrad,0,54.66988,19.81548,2016-12-17T11:41:03Z,428.554,119,54.67213,19.81009
159701,AALBORG,91,8,15,DK,Tanker,57.6,11.64883,110,99,99,BROFJORDEN,3522,2016-12-20T08:21:04Z,gothenborg,2016-12-20,51,gothenborg,0,57.60117,11.63533,2016-12-20T08:19:05Z,817.613,119,57.6,11.64883
159706,COPENHAGEN,90,8,15,DK,Tanker,57.92007,11.60568,109,251,250,AMSTERDAM,3522,2016-12-17T00:13:06Z,gothenborg,2016-12-17,51,gothenborg,0,57.92205,11.61635,2016-12-17T00:11:06Z,669.686,120,57.92007,11.60568
181427,MISANA,165,7,23,FI,Cargo,59.91771,30.02012,103,291,292,KOTKA,11407,2016-12-19T17:59:04Z,st_petersburg,2016-12-19,51,St. Petersburg,0,59.92022,30.00763,2016-12-19T17:59:03Z,752.532,1,59.91771,30.02012
181730,HVITANES,102,7,16,FO,Cargo,59.91951,30.01076,95,293,291,HIRTSHALS,4380,2016-12-13T18:55:04Z,st_petersburg,2016-12-13,50,St. Petersburg,0,59.92055,30.00576,2016-12-13T18:55:03Z,302.725,1,59.91951,30.01076
181746,VINGA SAFIR,72,8,12,FO,Tanker,57.69081,11.87782,0,0,291,GOTEBORG,2653,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.69085,11.87782,2016-12-20T10:59:05Z,4.455,720,57.69081,11.87782
181857,KAPITAN GERASHCHENKO,57,2,13,RU,Fishing,54.79379,18.97519,120,2,4,INFO VIA CH16,800,2016-12-18T11:43:02Z,gdansk,2016-12-18,51,Gdańsk,0,54.79,18.97502,2016-12-18T11:41:02Z,422.043,120,54.79379,18.97519
182321,NORTHERN OCEAN,133,8,20,FO,Tanker,57.69055,11.88931,0,357,195,GOTEBORG,13781,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.69055,11.88931,2016-12-20T10:59:07Z,0,718,57.69055,11.88931
182333,TRADER BULK,84,7,14,FO,Cargo,57.61179,11.60427,99,305,303,NOFRK,4415,2016-12-19T18:29:06Z,gothenborg,2016-12-19,51,gothenborg,0,57.60804,11.61393,2016-12-19T18:27:14Z,712.629,112,57.61179,11.60427
182341,SILVER PEARL,95,7,17,BS,Cargo,59.92005,30.00855,109,291,292,IREYKJAVIK,2607,2016-12-18T09:07:04Z,st_petersburg,2016-12-18,51,St. Petersburg,0,59.92005,30.00855,2016-12-18T09:07:03Z,0,1,59.92005,30.00855
182351,FURE NORD,144,8,21,FO,Tanker,57.60226,11.66103,103,187,190,SODERTALJE,17653,2016-12-20T10:59:05Z,gothenborg,2016-12-20,51,gothenborg,0,57.60832,11.66164,2016-12-20T10:57:05Z,675.891,120,57.60226,11.66103
182353,EYSTNES,102,7,16,FO,Cargo,59.86865,30.21619,0,331,118,ST PETERSBURG,4450,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.86865,30.21619,2016-12-20T11:11:03Z,0,1,59.86865,30.21619
182358,FRANKLIN,56,3,12,SE,Tug,57.70619,11.65912,1,199,129,OCKERO,1218,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.70618,11.65905,2016-12-20T10:59:05Z,4.319,720,57.70619,11.65912
182370,NAVEN,88,7,13,FO,Cargo,57.9204,11.60408,113,251,250,ROOMASSAARE,4191,2016-12-14T20:13:05Z,gothenborg,2016-12-14,50,gothenborg,0,57.92252,11.61637,2016-12-14T20:11:06Z,765.651,119,57.9204,11.60408
182374,BOB,35,3,12,FO,Tug,57.99627,11.70685,105,352,350,WALLHAMN,130,2016-12-19T14:33:04Z,gothenborg,2016-12-19,51,gothenborg,0,57.99011,11.70838,2016-12-19T14:31:05Z,692.027,119,57.99627,11.70685
182384,SVITZER ODEN,37,3,14,FO,Tug,57.68745,11.8945,1,269,125,TUG OPS WESTCOAST,170,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.68748,11.89448,2016-12-20T10:59:07Z,3.548,718,57.68745,11.8945
182387,SVITZER TYR,32,3,13,FO,Tug,57.68531,11.88719,0,213,275,FREDRIKSHAVN STS,325,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.6853,11.88718,2016-12-20T10:59:07Z,1.263,718,57.68531,11.88719
182391,HAUKUR,74,7,12,FO,Cargo,55.88805,20.80223,69,328,323,RIGA,3013,2016-12-14T01:45:06Z,klaipeda,2016-12-14,50,Klaipeda,0,55.88435,20.80661,2016-12-14T01:43:06Z,494.803,120,55.88805,20.80223
182418,TIDAN,88,7,13,FO,Cargo,57.99944,12.12687,82,11,19,"GRUVOEN,SW",4250,2016-12-19T22:41:07Z,gothenborg,2016-12-19,51,gothenborg,0,57.99944,12.12687,2016-12-19T22:41:05Z,0,2,57.99944,12.12687
182425,EKEN,89,7,13,FO,Cargo,57.61305,11.61114,113,277,271,NORDENHAM,4775,2016-12-15T14:21:05Z,gothenborg,2016-12-15,50,gothenborg,0,57.61259,11.63046,2016-12-15T14:19:05Z,1155.888,120,57.61305,11.61114
182428,VINGAREN,88,7,13,FO,Cargo,59.89058,30.21352,0,203,34,ST.PETERSBURG,4748,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89065,30.21351,2016-12-20T11:11:03Z,7.819,1,59.89058,30.21352
182431,SVITZER GAIA,31,3,11,FO,Tug,57.91941,11.60269,107,285,276,STENUNGSUND,349,2016-12-18T17:35:05Z,gothenborg,2016-12-18,51,gothenborg,0,57.91595,11.61683,2016-12-18T17:33:05Z,922.411,120,57.91941,11.60269
182435,SVITZER GEO,31,3,11,FO,Tug,57.68538,11.88658,0,178,275,GOTEBORG,169,2016-12-20T10:59:07Z,gothenborg,2016-12-20,51,gothenborg,1,57.68538,11.88658,2016-12-20T10:57:07Z,0,120,57.68538,11.88658
183675,CITY OF ROME,100,7,20,GB,Cargo,57.60549,11.60562,113,281,278,DRAMEN,2794,2016-12-15T18:49:05Z,gothenborg,2016-12-15,50,gothenborg,0,57.60456,11.61692,2016-12-15T18:47:05Z,683.437,120,57.60549,11.60562
184318,DC OSTEND,99,3,16,NL,Tug,54.79576,18.80287,111,318,319,MIDSJOBANK<=>GDANSK,5753,2016-12-20T05:45:01Z,gdansk,2016-12-20,51,Gdańsk,0,54.79085,18.81045,2016-12-20T05:43:02Z,732.441,119,54.79576,18.80287
188790,GIJON KNUTSEN,183,8,27,GB,Tanker,57.61083,11.60033,103,286,285,DE RUYTER,35692,2016-12-19T08:37:06Z,gothenborg,2016-12-19,51,gothenborg,0,57.60833,11.61017,2016-12-19T08:35:05Z,650.757,121,57.61083,11.60033
188849,ANINA,149,7,22,PT,Cargo,57.61167,11.6025,152,280,278,NLRTM,13720,2016-12-15T00:51:05Z,gothenborg,2016-12-15,50,gothenborg,0,57.6115,11.634,2016-12-15T00:49:05Z,1882.907,120,57.61167,11.6025
188914,ADELINA D,168,7,25,GB,Cargo,57.60133,11.65733,83,204,205,GAEVLE,20580,2016-12-15T16:31:06Z,gothenborg,2016-12-15,50,gothenborg,0,57.60367,11.6595,2016-12-15T16:29:05Z,291.115,121,57.60133,11.65733
190564,CELESTE OF SOLENT,19,9,5,GB,Pleasure,57.67094,11.84949,0,0,511,CLASS B,,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.67095,11.84948,2016-12-20T10:59:07Z,1.264,718,57.67094,11.84949
191974,HELENA KOSAN,115,8,18,GB,Tanker,57.92137,11.60733,105,252,252,NOKAR,8555,2016-12-13T16:33:05Z,gothenborg,2016-12-13,50,gothenborg,0,57.92137,11.60733,2016-12-13T16:31:05Z,0,120,57.92137,11.60733
192887,CPO GERMANY,184,8,27,GB,Tanker,59.92042,30.00746,105,291,290,AMSTERDAM FOR ORDERS,37297,2016-12-15T10:07:04Z,st_petersburg,2016-12-15,50,St. Petersburg,0,59.92168,30.00103,2016-12-15T10:07:03Z,386.074,1,59.92042,30.00746
194104,TAMINA SPIRIT,14,0,6,GB,Unspecified,57.92087,11.60161,188,257,511,UDDEVALLA,,2016-12-14T11:55:06Z,gothenborg,2016-12-14,50,gothenborg,0,57.92393,11.62927,2016-12-14T11:53:06Z,1674.208,120,57.92087,11.60161
195991,KAREN C,99,7,15,GB,Cargo,54.53367,18.54383,0,4,237,GDYNIA,6250,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.53367,18.54383,2016-12-20T10:57:06Z,0,121,54.53367,18.54383
196066,BOA ODIN,35,3,15,NO,Tug,54.38783,18.66563,0,282,33,GDANSK,232,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.38783,18.66563,2016-12-20T11:09:02Z,0,120,54.38783,18.66563
197150,MARIE KIRK,182,8,27,GB,Tanker,57.60017,11.65034,80,209,212,MONGSTAD,37217,2016-12-18T12:09:05Z,gothenborg,2016-12-18,51,gothenborg,0,57.60017,11.65034,2016-12-18T12:07:06Z,0,119,57.60017,11.65034
200327,BIRGIT KNUTSEN,144,8,23,GB,Tanker,55.75792,20.81335,118,285,285,PORVOO,16536,2016-12-15T22:17:06Z,klaipeda,2016-12-15,50,Klaipeda,0,55.75571,20.82734,2016-12-15T22:15:06Z,912.161,120,55.75792,20.81335
201103,STENA BALTICA,165,6,26,GB,Passenger,54.7955,18.69267,191,305,305,GDY/KARLSKR/GDY,6200,2016-12-20T07:43:07Z,gdynia,2016-12-20,51,Gdynia,0,54.7955,18.69267,2016-12-20T07:43:02Z,0,5,54.7955,18.69267
201104,EILEEN MCLOUGHLIN,16,3,6,GB,Tug,54.58433,18.89067,0,36,36,CLASS B,,2016-12-19T06:51:01Z,gdansk,2016-12-19,51,Gdańsk,1,54.58433,18.89067,2016-12-19T06:49:02Z,0,119,54.58433,18.89067
201975,MEWO NAVIGATOR,27,3,6,GB,Tug,54.52141,18.55328,0,208,511,GDYNIA,0,2016-12-20T10:59:07Z,gdynia,2016-12-20,51,Gdynia,1,54.52141,18.55328,2016-12-20T10:57:06Z,0,121,54.52141,18.55328
204253,KEY BREEZE,96,8,14,GI,Tanker,57.9219,11.61067,119,256,255,SKAGEN,4296,2016-12-14T02:05:05Z,gothenborg,2016-12-14,50,gothenborg,0,57.92283,11.61762,2016-12-14T02:03:05Z,424.688,120,57.9219,11.61067
204358,BOTHNIA,118,8,18,GI,Tanker,57.60052,11.66421,112,192,193,SANKT-PETERBURG,8985,2016-12-19T14:49:05Z,gothenborg,2016-12-19,51,gothenborg,0,57.61043,11.66718,2016-12-19T14:47:05Z,1117.874,120,57.60052,11.66421
204384,ORAMALIA,103,8,16,GI,Tanker,54.79833,18.88067,105,311,310,FLUSHING,6863,2016-12-13T19:37:02Z,gdansk,2016-12-13,50,Gdańsk,0,54.79246,18.89188,2016-12-13T19:35:02Z,973.069,120,54.79833,18.88067
204416,STORTEBEKER,82,7,12,GI,Cargo,59.9206,30.00597,86,292,294,KARMOY,3159,2016-12-18T20:15:04Z,st_petersburg,2016-12-18,51,St. Petersburg,0,59.9206,30.00597,2016-12-18T20:13:04Z,0,120,59.9206,30.00597
204427,PHANTOM,82,7,12,GI,Cargo,54.40428,18.66745,0,279,104,GDANSK,4500,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.40427,18.66745,2016-12-20T11:09:02Z,1.113,120,54.40428,18.66745
204431,SAXUM,82,7,12,GI,Cargo,55.89778,20.80771,101,318,317,RIGA,3158,2016-12-19T22:45:05Z,klaipeda,2016-12-19,51,Klaipeda,0,55.89512,20.81189,2016-12-19T22:43:06Z,395.088,119,55.89778,20.80771
204546,MSC AMY,178,7,27,MT,Cargo,57.60483,11.60667,112,292,288,FRLEH,22308,2016-12-17T01:29:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.60367,11.612,2016-12-17T01:27:05Z,343.841,120,57.60483,11.60667
204565,PINTA,82,7,12,GI,Cargo,57.61605,11.60298,94,274,270,BRAKE,2795,2016-12-17T06:05:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.61584,11.60789,2016-12-17T06:03:06Z,294.375,119,57.61605,11.60298
204772,FRI PORSGRUNN,89,7,13,CY,Cargo,59.88178,30.22521,0,1,72,ST.PETERSBURG,3792,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.88178,30.22521,2016-12-20T11:11:03Z,0,1,59.88178,30.22521
204901,NORDEROOG,161,7,25,GI,Cargo,59.92049,30.00712,113,292,292,AGADIR MAAGA,16921,2016-12-20T09:47:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.9176,30.02133,2016-12-20T09:45:03Z,857.591,121,59.92049,30.00712
205264,SUEDEROOG,161,7,25,GI,Cargo,59.92126,30.0027,99,292,292,KOTKA,16939,2016-12-14T19:45:04Z,st_petersburg,2016-12-14,50,St. Petersburg,0,59.92126,30.0027,2016-12-14T19:43:05Z,0,119,59.92126,30.0027
205458,AMBER SPIRIT,100,7,14,AG,Cargo,54.69382,20.43183,63,71,61,KALININGRAD,5557,2016-12-19T17:45:02Z,kalingrad,2016-12-19,51,Kalingrad,0,54.69341,20.42723,2016-12-19T17:43:03Z,300.103,119,54.69382,20.43183
205520,MULTIMAR,89,7,13,CY,Cargo,54.77525,18.94595,86,125,125,GDANSK,4148,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,0,54.7781,18.9392,2016-12-20T11:09:02Z,537.884,120,54.77525,18.94595
205553,HOOGE,160,7,25,GI,Cargo,59.92065,30.00536,102,292,294,KOTKA,16986,2016-12-17T09:59:04Z,st_petersburg,2016-12-17,51,St. Petersburg,0,59.92065,30.00536,2016-12-17T09:59:03Z,0,1,59.92065,30.00536
205637,LIV KRISTIN,80,7,12,GI,Cargo,54.79639,18.7432,92,308,308,KVINESDAL,2348,2016-12-16T19:03:07Z,gdynia,2016-12-16,51,Gdynia,0,54.79873,18.73806,2016-12-16T19:03:02Z,420.88,5,54.79639,18.7432
205767,LISTER,89,7,13,FO,Cargo,59.90143,30.2227,1,186,33,ST. PETERSBURG,4113,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.90143,30.2227,2016-12-20T11:11:03Z,0,1,59.90143,30.2227
205790,KEY BORA,92,8,14,GI,Tanker,54.67535,19.80829,99,306,305,MYRE,3500,2016-12-14T01:07:02Z,kalingrad,2016-12-14,50,Kalingrad,0,54.67365,19.81205,2016-12-14T01:05:02Z,307.649,120,54.67535,19.80829
205932,KEY FJORD,99,8,15,GI,Tanker,54.68076,19.80089,80,291,302,STAVANGER,4653,2016-12-14T19:33:03Z,kalingrad,2016-12-14,50,Kalingrad,0,54.67849,19.8087,2016-12-14T19:31:03Z,563.592,120,54.68076,19.80089
205940,KEY BAY,99,8,15,GI,Tanker,57.60406,11.60215,123,278,275,HAMBURG,4500,2016-12-15T16:21:06Z,gothenborg,2016-12-15,50,gothenborg,0,57.60311,11.61585,2016-12-15T16:19:06Z,825.859,120,57.60406,11.60215
205994,WYBELSUM,161,7,25,GI,Cargo,59.87408,30.19664,0,169,136,RULED VIA NOK,17083,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.87408,30.19664,2016-12-20T11:11:03Z,0,1,59.87408,30.19664
206401,TRANSOSPREY,174,7,22,GI,Cargo,59.91938,30.01281,104,292,294,HAMINA,20396,2016-12-19T22:17:04Z,st_petersburg,2016-12-19,51,St. Petersburg,0,59.92153,30.00211,2016-12-19T22:17:03Z,644.647,1,59.91938,30.01281
206519,TASMAN,89,7,14,GI,Cargo,57.92279,11.61903,101,255,254,MALAGA,4535,2016-12-16T16:19:05Z,gothenborg,2016-12-16,51,gothenborg,0,57.92279,11.61903,2016-12-16T16:17:06Z,0,119,57.92279,11.61903
206618,ORAKAI,103,8,16,GI,Tanker,59.92141,30.00135,110,291,292,GDANSK,6886,2016-12-18T19:13:04Z,st_petersburg,2016-12-18,51,St. Petersburg,0,59.92141,30.00135,2016-12-18T19:13:03Z,0,1,59.92141,30.00135
206630,KATELINA,118,8,18,GI,Tanker,57.60017,11.65154,126,210,210,HELSINGBORG,8933,2016-12-16T06:13:05Z,gothenborg,2016-12-16,51,gothenborg,0,57.6032,11.6548,2016-12-16T06:11:05Z,389.697,120,57.60017,11.65154
206635,ARA ROTTERDAM,142,7,18,GI,Cargo,55.73776,20.80654,104,268,270,BRAKE,10643,2016-12-16T10:17:06Z,klaipeda,2016-12-16,51,Klaipeda,0,55.73765,20.81861,2016-12-16T10:15:06Z,758.272,120,55.73776,20.80654
212317,MSC MANDRAKI,294,7,32,GR,Cargo,55.73788,20.817,187,278,277,LE HAVRE,60639,2016-12-14T14:11:06Z,klaipeda,2016-12-14,50,Klaipeda,0,55.73606,20.83788,2016-12-14T14:09:07Z,1327.156,119,55.73788,20.817
212572,EURONIKE,274,8,50,GR,Tanker,57.68195,11.78807,0,20,22,GOTHENBURG SWEDEN,164565,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.68195,11.78805,2016-12-20T10:59:05Z,1.193,720,57.68195,11.78807
