SHIP_ID,SHIPNAME,LENGTH,SHIPTYPE,WIDTH,FLAG,ship_type,LAT,LON,SPEED,COURSE,HEADING,DESTINATION,DWT,DATETIME,PORT,date,week_nb,port,is_parked,fromLAT,fromLON,fromTIME,DIST,delta_tau,lastLAT,lastLON
327375,KBV 497,8,3,2,SE,Tug,57.66702,11.79772,0,0,358,,,2016-12-15T08:11:05Z,gothenborg,2016-12-15,50,gothenborg,1,57.66702,11.79772,2016-12-15T08:09:06Z,0,119,57.66702,11.79772
327376,KBV 494,8,3,2,SE,Tug,57.71429,11.9576,0,47,511,,,2016-12-16T10:05:08Z,gothenborg,2016-12-16,51,gothenborg,1,57.71429,11.9576,2016-12-16T10:05:05Z,0,3,57.71429,11.9576
327445,GANTHI,21,2,6,SE,Fishing,57.60049,11.79057,51,209,209,,,2016-12-20T05:33:05Z,gothenborg,2016-12-20,51,gothenborg,0,57.60049,11.79057,2016-12-20T05:31:06Z,0,119,57.60049,11.79057
327464,ICEBEAM,40,3,9,SE,Tug,57.68569,11.89124,0,295,55,GOTEBORG,386,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.68569,11.89124,2016-12-20T10:59:07Z,0,718,57.68569,11.89124
327475,WISBY WAVE,116,8,15,MT,Tanker,57.60073,11.65717,69,199,192,FREDERICIA,7517,2016-12-15T20:15:06Z,gothenborg,2016-12-15,50,gothenborg,0,57.60219,11.65952,2016-12-15T20:13:05Z,214.896,121,57.60073,11.65717
327492,VASTERLAND,23,2,8,SE,Fishing,57.68228,11.64847,0,47,238,SKAGEN,0,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.68228,11.64845,2016-12-20T10:59:05Z,1.193,720,57.68228,11.64847
327507,STENA GERMANICA,241,6,29,SE,Passenger,57.60843,11.65863,172,208,208,KIEL-GOTHENBURG-KIEL,10670,2016-12-19T18:41:05Z,gothenborg,2016-12-19,51,gothenborg,0,57.61787,11.66881,2016-12-19T18:39:04Z,1214.714,121,57.60843,11.65863
327518,KBV 032,52,3,10,SE,Tug,57.92141,11.6069,113,256,257,,469,2016-12-17T09:51:05Z,gothenborg,2016-12-17,51,gothenborg,0,57.92301,11.62125,2016-12-17T09:49:04Z,868.867,121,57.92141,11.6069
327562,STENA SCANDINAVICA,240,6,29,SE,Passenger,57.69577,11.91397,0,248,54,KIEL-GOTEBORG-KIEL,12200,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.69577,11.91397,2016-12-20T10:59:07Z,0,718,57.69577,11.91397
327566,CLIPPERTON,51,2,10,SE,Fishing,57.6,11.645,116,108,108,DONSO,0,2016-12-14T16:31:05Z,gothenborg,2016-12-14,50,gothenborg,0,57.60117,11.6365,2016-12-14T16:29:06Z,524.652,119,57.6,11.645
327673,CLIPPFJORD,10,2,4,SE,Fishing,57.60133,11.79463,0,349,511,,,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,gothenborg,1,57.60132,11.79463,2016-12-20T10:59:05Z,1.114,720,57.60133,11.79463
327678,BISON,28,3,12,SE,Tug,57.99177,11.7569,110,25,26,ESCORTETUG STENUNGSU,106,2016-12-20T03:11:04Z,gothenborg,2016-12-20,51,gothenborg,0,57.98862,11.75404,2016-12-20T03:09:05Z,389.494,119,57.99177,11.7569
327685,IDA H,76,7,11,SE,Cargo,57.99918,12.12659,77,2,17,SEGOT,1645,2016-12-16T16:29:09Z,gothenborg,2016-12-16,51,gothenborg,0,57.99918,12.12659,2016-12-16T16:29:06Z,0,3,57.99918,12.12659
327745,U/F ASTERIX,11,3,3,SE,Tug,57.64564,11.85911,0,327,349,DONSO,,2016-12-20T09:07:07Z,gothenborg,2016-12-20,51,gothenborg,1,57.64564,11.85911,2016-12-20T09:05:07Z,0,120,57.64564,11.85911
332129,LAVAUX,181,7,30,CH,Cargo,59.92116,30.00346,91,292,292,NL RTM,34297,2016-12-14T22:41:05Z,st_petersburg,2016-12-14,50,St. Petersburg,0,59.92116,30.00346,2016-12-14T22:41:04Z,0,1,59.92116,30.00346
335231,NURI SONAY,143,7,21,TR,Cargo,54.38206,18.65624,0,71,71,AVILES / SPAIN,12996,2016-12-20T11:11:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.38206,18.65624,2016-12-20T11:09:02Z,0,120,54.38206,18.65624
344835,TEST-0192,141,0,17,RU,Unspecified,59.94029,30.25813,0,162,511,,,2016-12-17T08:55:04Z,st_petersburg,2016-12-17,51,St. Petersburg,1,59.94029,30.25813,2016-12-17T08:55:03Z,0,1,59.94029,30.25813
345244,SEMYON DEZHNEV,68,3,18,RU,Tug,59.88615,30.21156,0,0,296,SPB,1141,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.88615,30.21156,2016-12-20T11:11:03Z,0,1,59.88615,30.21156
345254,IVAN KRUZENSHTERN,67,3,18,RU,Tug,59.92123,30.00296,86,292,290,BRONKA,1092,2016-12-20T10:33:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.92123,30.00296,2016-12-20T10:33:03Z,0,1,59.92123,30.00296
345265,KAPITAN MARTYSHKIN,81,3,16,RU,Tug,54.68515,20.17172,63,67,68,BALTIYSK,1397,2016-12-17T03:41:02Z,kalingrad,2016-12-17,51,Kalingrad,0,54.68427,20.16793,2016-12-17T03:39:03Z,263.334,119,54.68515,20.17172
345268,KAPITAN NIKOLAEV,129,3,26,RU,Tug,59.8894,30.20947,0,78,123,,4836,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.8894,30.20947,2016-12-20T11:11:03Z,0,1,59.8894,30.20947
345293,MIR,109,9,14,RU,Pleasure,59.87451,30.20869,0,0,511,ST.PETERBURG,761,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.87451,30.2087,2016-12-20T11:11:03Z,0.56,1,59.87451,30.20869
345312,KAPITAN SOROKIN,141,3,31,RU,Tug,59.88223,30.19495,0,0,88,SPB,5138,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.88228,30.19493,2016-12-20T11:11:03Z,5.682,1,59.88223,30.19495
345344,ERMAK,135,3,26,RU,Tug,59.88914,30.20927,0,0,511,SPB,7560,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.88914,30.20927,2016-12-20T11:11:03Z,0,1,59.88914,30.20927
345582,VALERIY DZHAPARIDZE,104,2,16,RU,Fishing,54.70476,20.4857,0,0,511,KALININGRAD,1810,2016-12-19T10:19:02Z,kalingrad,2016-12-19,51,Kalingrad,1,54.70483,20.48575,2016-12-19T10:13:03Z,8.433,359,54.70476,20.4857
345587,NIVENSKOYE,104,2,16,RU,Fishing,54.70457,20.48367,0,0,511,KALININGRAD,1810,2016-12-19T11:01:02Z,kalingrad,2016-12-19,51,Kalingrad,1,54.70455,20.48365,2016-12-19T10:59:03Z,2.573,119,54.70457,20.48367
345600,ATLANTIDA,62,2,13,RU,Fishing,54.69703,20.44008,55,52,53,KALININGRAD,727,2016-12-15T01:39:02Z,kalingrad,2016-12-15,50,Kalingrad,0,54.69602,20.43805,2016-12-15T01:37:03Z,172.546,119,54.69703,20.44008
345607,KRUZENSHTERN,114,9,14,RU,Pleasure,54.69938,20.46724,0,81,511,KALININGRAD,1645,2016-12-18T16:07:03Z,kalingrad,2016-12-18,51,Kalingrad,1,54.69938,20.46724,2016-12-18T16:05:03Z,0,120,54.69938,20.46724
345748,KAPITAN KRAVCHENKO,120,2,19,RU,Fishing,54.37405,18.66183,0,0,511,GDANSK,3372,2016-12-20T10:53:02Z,gdansk,2016-12-20,51,Gdańsk,1,54.37406,18.66185,2016-12-20T10:49:02Z,1.711,240,54.37405,18.66183
345788,TAYMEN,132,8,17,RU,Tanker,59.86553,30.22851,0,342,511,SANKT-PETERBURG,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.86553,30.22851,2016-12-20T11:11:03Z,0,1,59.86553,30.22851
345789,SORMOVSKIY-3055,119,7,13,RU,Cargo,54.666,19.82881,80,307,306,EEPLA,3804,2016-12-18T23:33:03Z,kalingrad,2016-12-18,51,Kalingrad,0,54.666,19.82881,2016-12-18T23:31:02Z,0,121,54.666,19.82881
345797,OMSKIY-141,108,7,15,RU,Cargo,54.68684,20.18607,71,88,87,KALININGRAD SVETLIY,3070,2016-12-15T00:53:03Z,kalingrad,2016-12-15,50,Kalingrad,0,54.68667,20.18078,2016-12-15T00:51:03Z,341.686,120,54.68684,20.18607
345825,GRIFON 5,25,3,9,RU,Tug,59.87863,30.23782,0,317,511,SAINT-PETERSBURG,112,2016-12-20T10:29:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.87863,30.23782,2016-12-20T10:29:03Z,0,1,59.87863,30.23782
345942,PLB DEFENDER,135,3,40,RU,Tug,,,,,,,,,,,,,,,,,,,54.98851,20.35261
346002,KOLA,60,8,7,RU,Tanker,59.89493,30.22203,0,15,511,HANKO,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89493,30.22203,2016-12-20T11:11:03Z,0,1,59.89493,30.22203
346012,VIKHREVOY,25,3,8,RU,Tug,59.91243,30.22547,22,223,225,S.PETERSBURG,110,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.91135,30.22407,2016-12-20T11:11:03Z,143.572,1,59.91243,30.22547
346022,AURA,60,8,10,RU,Tanker,59.88274,30.1887,0,313,511,CLASS B,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.88274,30.1887,2016-12-20T11:11:03Z,0,1,59.88274,30.1887
346047,MOSCHNYI,25,3,8,RU,Tug,59.90987,30.22301,23,188,175,SPB,110,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.90987,30.22301,2016-12-20T11:11:03Z,0,1,59.90987,30.22301
346053,OMSKIY-140,108,7,15,RU,Cargo,54.71913,18.99795,80,16,19,ST.PETERSBURG,3070,2016-12-15T21:47:02Z,gdansk,2016-12-15,50,Gdańsk,0,54.71699,18.99681,2016-12-15T21:45:02Z,249.292,120,54.71913,18.99795
346057,KAPITAN PLAKHIN,78,3,16,RU,Tug,59.91294,30.24337,0,0,511,GULF OF FINLAND,258,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.91294,30.24333,2016-12-20T11:11:03Z,2.238,1,59.91294,30.24337
346077,SORMOVSKIY-3056,119,7,13,RU,Cargo,59.89823,30.21874,0,123,35,ST.PETERSBURG,3804,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89823,30.21874,2016-12-20T11:11:03Z,0,1,59.89823,30.21874
346084,SORMOVSKIY-3058,119,7,13,RU,Cargo,54.67362,19.80832,77,305,306,PALDISKI,3853,2016-12-15T13:05:03Z,kalingrad,2016-12-15,50,Kalingrad,0,54.67362,19.80832,2016-12-15T13:03:03Z,0,120,54.67362,19.80832
346106,OMSKIY-132,108,7,15,RU,Cargo,59.92055,30.00623,89,292,293,POLICE,3070,2016-12-18T20:09:03Z,st_petersburg,2016-12-18,51,St. Petersburg,0,59.91772,30.02025,2016-12-18T20:07:04Z,845.232,119,59.92055,30.00623
346147,BALTIYSK,187,7,22,RU,Cargo,55.197,19.87878,108,10,511,ULUGA-BALTIYSK-ULUGA,9879,2016-12-17T13:05:02Z,kalingrad,2016-12-17,51,Kalingrad,0,55.19357,19.87762,2016-12-17T13:03:03Z,388.932,119,55.197,19.87878
346151,TYPHOON,30,3,9,RU,Tug,59.90913,30.22377,0,0,511,CLASS B,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.90913,30.22377,2016-12-20T11:11:03Z,0,1,59.90913,30.22377
346160,TARNIKA,57,3,9,RU,Tug,54.65692,20.11667,0,137,60,,641,2016-12-20T11:11:02Z,kalingrad,2016-12-20,51,Kalingrad,1,54.65692,20.11667,2016-12-20T11:07:04Z,0,238,54.65692,20.11667
346161,GRIFON 3,29,3,8,RU,Tug,59.87813,30.23802,0,118,511,MURSULA SPB,57,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.87813,30.23802,2016-12-20T11:11:03Z,0,1,59.87813,30.23802
346167,OMSKIY-134,108,7,15,RU,Cargo,59.92181,30.00061,86,293,294,POLICE,3004,2016-12-13T23:21:05Z,st_petersburg,2016-12-13,50,St. Petersburg,0,59.92181,30.00061,2016-12-13T23:21:04Z,0,1,59.92181,30.00061
346191,ABIGAIL,63,8,9,RU,Tanker,59.88621,30.21915,0,331,330,S-PETESBURG,1360,2016-12-19T16:07:04Z,st_petersburg,2016-12-19,51,St. Petersburg,1,59.88621,30.21915,2016-12-19T16:07:03Z,0,1,59.88621,30.21915
346208,TORNADO,30,3,10,RU,Tug,59.91403,30.2355,65,310,511,CLASS B,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.91456,30.23054,2016-12-20T11:11:03Z,283.697,1,59.91403,30.2355
346219,ANGARA,83,8,14,RU,Tanker,59.88274,30.18912,0,0,511,SPB,3150,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.88274,30.18912,2016-12-20T11:11:03Z,0,1,59.88274,30.18912
346242,LOTSMAN-3,22,3,6,RU,Tug,54.63737,19.89172,54,37,511,BALTIYSK,,2016-12-20T11:07:04Z,kalingrad,2016-12-20,51,Kalingrad,0,54.63737,19.89172,2016-12-20T11:01:03Z,0,361,54.63737,19.89172
346266,AKMAL,25,3,9,RU,Tug,59.90619,30.22101,0,0,511,CLASS B,124,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.90619,30.22101,2016-12-20T11:11:03Z,0,1,59.90619,30.22101
346635,SORMOVSKIY-53,114,7,13,RU,Cargo,59.90811,30.23159,0,0,33,SAINT PETESBURG,3353,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.90811,30.23159,2016-12-20T11:11:03Z,0,1,59.90811,30.23159
346646,JIYA,32,0,8,RU,Unspecified,59.88173,30.22525,0,0,72,OSETROVO-VITIM,,2016-12-15T09:57:04Z,st_petersburg,2016-12-15,50,St. Petersburg,1,59.88173,30.22525,2016-12-15T09:57:04Z,0,0,59.88173,30.22525
346688,PIONER,25,3,9,RU,Tug,54.68632,20.17616,68,68,65,BALTIYSK,124,2016-12-20T10:41:02Z,kalingrad,2016-12-20,51,Kalingrad,0,54.66949,20.14077,2016-12-20T10:27:02Z,2953.193,840,54.68632,20.17616
346905,TAYFUN,27,3,9,RU,Tug,54.63493,19.94788,73,262,263,,0,2016-12-20T10:35:03Z,kalingrad,2016-12-20,51,Kalingrad,0,54.63532,19.95192,2016-12-20T10:33:02Z,264.465,121,54.63493,19.94788
346998,BREST,25,3,8,RU,Tug,59.91804,30.01862,84,294,292,BKR,0,2016-12-20T10:33:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.91884,30.01429,2016-12-20T10:33:03Z,258.087,1,59.91804,30.01862
347019,KONSTANTIN,16,3,4,RU,Tug,59.91464,30.25965,0,163,511,CLASS B,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.91463,30.25962,2016-12-20T11:11:03Z,2.014,1,59.91464,30.25965
347042,GRIFON7,25,3,9,RU,Tug,59.87828,30.23763,0,0,511,SPB,120,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.87825,30.23766,2016-12-20T11:11:03Z,3.741,1,59.87828,30.23763
347050,SIGULDA,56,3,11,RU,Tug,54.63942,19.95602,4,76,34,BALTIYSK,1068,2016-12-20T11:11:02Z,kalingrad,2016-12-20,51,Kalingrad,1,54.63942,19.95602,2016-12-20T11:07:04Z,0,238,54.63942,19.95602
347062,SULA,48,8,7,RU,Tanker,59.86685,30.22576,0,280,128,S PETERBURG,589,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.86685,30.22576,2016-12-20T11:11:03Z,0,1,59.86685,30.22576
347113,TORNADO,26,3,8,RU,Tug,54.69192,20.40708,72,81,259,BALTIYSK,60,2016-12-19T10:33:03Z,kalingrad,2016-12-19,51,Kalingrad,0,54.69157,20.40261,2016-12-19T10:31:02Z,290.864,121,54.69192,20.40708
347124,SKRUNDA,56,3,11,RU,Tug,54.638,19.95552,0,202,511,BALTIYSK,1068,2016-12-20T10:45:03Z,kalingrad,2016-12-20,51,Kalingrad,1,54.638,19.95552,2016-12-20T10:43:02Z,0,121,54.638,19.95552
347165,VALERIY ZELENKO,92,8,14,RU,Tanker,59.8772,30.22023,0,0,142,SPB,3514,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.8772,30.22023,2016-12-20T11:11:03Z,0,1,59.8772,30.22023
347186,SERDOLIK,89,7,14,RU,Cargo,59.92129,30.00228,92,291,292,FERROL,5026,2016-12-16T09:21:04Z,st_petersburg,2016-12-16,51,St. Petersburg,0,59.92129,30.00228,2016-12-16T09:21:03Z,0,1,59.92129,30.00228
347195,GAZPROMNEFT WEST,79,8,13,RU,Tanker,59.92037,30.00703,93,292,291,LOMONOSOV,2778,2016-12-17T20:27:04Z,st_petersburg,2016-12-17,51,St. Petersburg,0,59.92037,30.00703,2016-12-17T20:27:03Z,0,1,59.92037,30.00703
347204,ALEXANDR UVAROV,73,3,12,RU,Tug,54.63727,19.91382,2,127,255,BALTIYSK,716,2016-12-20T09:37:02Z,kalingrad,2016-12-20,51,Kalingrad,1,54.63727,19.91382,2016-12-20T09:35:02Z,0,120,54.63727,19.91382
347225,SANKT-PETERBURG,114,3,28,RU,Tug,59.87603,30.2024,0,0,133,SANKT-PETERSBURG,6430,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.87603,30.2024,2016-12-20T11:11:03Z,0,1,59.87603,30.2024
347236,NOVAYA ZEMLYA,180,7,22,RU,Cargo,59.921,30.00354,84,291,292,GHENT,23645,2016-12-15T10:49:05Z,st_petersburg,2016-12-15,50,St. Petersburg,0,59.921,30.00354,2016-12-15T10:47:05Z,0,120,59.921,30.00354
347280,GAZPROMNEFT EAST,79,8,13,RU,Tanker,59.88241,30.22341,17,315,126,SPB,2774,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,0,59.88241,30.22341,2016-12-20T11:11:03Z,0,1,59.88241,30.22341
347415,SEVERNAYA ZEMLYA,180,7,22,RU,Cargo,59.89081,30.20845,0,323,31,SAINT PETERSBURG,23645,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89081,30.20845,2016-12-20T11:11:03Z,0,1,59.89081,30.20845
347417,FREYA,80,8,13,RU,Tanker,59.86813,30.22158,0,0,309,SPB,2959,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.86813,30.22158,2016-12-20T11:11:03Z,0,1,59.86813,30.22158
347421,BALTIC EAGLE,119,8,16,RU,Tanker,59.92076,30.00512,123,291,291,UST-LUGA,7087,2016-12-16T19:57:04Z,st_petersburg,2016-12-16,51,St. Petersburg,0,59.92076,30.00512,2016-12-16T19:57:03Z,0,1,59.92076,30.00512
347509,MODULUS 2,89,7,15,RU,Cargo,59.92122,30.00303,84,291,292,GHENT,4416,2016-12-14T10:13:04Z,st_petersburg,2016-12-14,50,St. Petersburg,0,59.92122,30.00303,2016-12-14T10:13:03Z,0,1,59.92122,30.00303
347528,LAZURITE,89,7,14,RU,Cargo,59.88365,30.20643,0,0,137,ST.PETERSBURG,5026,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.88365,30.20643,2016-12-20T11:11:03Z,0,1,59.88365,30.20643
347645,DEYMA,28,8,7,RU,Tanker,54.69368,20.43106,64,262,511,CLASS B,,2016-12-18T21:01:02Z,kalingrad,2016-12-18,51,Kalingrad,0,54.69532,20.43654,2016-12-18T20:59:03Z,397.722,119,54.69368,20.43106
347661,SCF PECHORA,183,8,32,RU,Tanker,59.9198,30.00942,89,291,291,ASNAES. DENMARK,47218,2016-12-19T09:35:05Z,st_petersburg,2016-12-19,51,St. Petersburg,0,59.91888,30.01411,2016-12-19T09:35:04Z,281.651,1,59.9198,30.00942
347678,NEVSKAYA ZASTAVA,41,3,12,RU,Tug,59.85711,30.4961,0,244,178,NEVA,272,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.85709,30.49604,2016-12-20T10:59:04Z,4.034,720,59.85711,30.4961
347703,NEMAN,40,8,9,RU,Tanker,54.69013,20.39663,0,0,511,CLASS B,,2016-12-20T11:11:02Z,kalingrad,2016-12-20,51,Kalingrad,1,54.69013,20.39663,2016-12-20T11:07:04Z,0,238,54.69013,20.39663
347718,ARKTUR,33,3,9,RU,Tug,59.88338,30.18834,0,63,511,CLASS B,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.88339,30.18834,2016-12-20T11:11:03Z,1.114,1,59.88338,30.18834
347749,KUBAN,56,3,11,RU,Tug,54.9846,20.35163,17,229,188,PIONERSKY,845,2016-12-20T11:07:04Z,kalingrad,2016-12-20,51,Kalingrad,0,54.9846,20.35163,2016-12-20T11:01:03Z,0,361,54.9846,20.35163
347754,RAMAVA,30,8,8,RU,Tanker,54.6854,20.23792,76,90,511,CLASS B,,2016-12-20T09:55:03Z,kalingrad,2016-12-20,51,Kalingrad,0,54.68557,20.23056,2016-12-20T09:53:02Z,475.051,121,54.6854,20.23792
347790,ORION,29,3,8,RU,Tug,59.91061,30.22738,0,0,511,CLASS B,,2016-12-16T10:13:04Z,st_petersburg,2016-12-16,51,St. Petersburg,1,59.91061,30.22738,2016-12-16T10:13:03Z,0,1,59.91061,30.22738
347828,KOMMUNAR,25,3,9,RU,Tug,54.63464,19.89107,88,144,144,,124,2016-12-18T09:41:03Z,kalingrad,2016-12-18,51,Kalingrad,0,54.63443,19.89245,2016-12-18T09:29:03Z,92.128,720,54.63464,19.89107
347839,MIKHAIL LOMONOSOV,99,7,16,RU,Cargo,59.92111,30.00421,101,291,292,HORSENS,4805,2016-12-18T22:01:04Z,st_petersburg,2016-12-18,51,St. Petersburg,0,59.92111,30.00421,2016-12-18T22:01:03Z,0,1,59.92111,30.00421
347868,SPK-25,36,0,18,RU,Unspecified,59.95636,30.26427,0,0,511,,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.95636,30.26427,2016-12-20T11:11:03Z,0,1,59.95636,30.26427
347948,LIGER,30,3,12,RU,Tug,54.68194,20.162,86,231,232,KALININGRAD,151,2016-12-20T10:31:02Z,kalingrad,2016-12-20,51,Kalingrad,0,54.68194,20.162,2016-12-20T10:29:03Z,0,119,54.68194,20.162
347965,BRIN NAVOLOK,88,7,12,RU,Cargo,59.89773,30.21792,0,215,33,SANKT-PETERBURG,1140,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89773,30.21792,2016-12-20T11:11:03Z,0,1,59.89773,30.21792
347999,NIDA,31,6,9,RU,Passenger,54.63836,19.89149,0,0,511,CLASS B,,2016-12-20T11:11:02Z,kalingrad,2016-12-20,51,Kalingrad,1,54.63836,19.89149,2016-12-20T11:07:04Z,0,238,54.63836,19.89149
348075,LOYA,36,8,8,RU,Tanker,59.8973,30.21703,0,295,511,SPB,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89728,30.21703,2016-12-20T11:11:03Z,2.228,1,59.8973,30.21703
348105,KENDRICK,81,3,16,RU,Tug,54.69683,20.43933,46,53,57,BALTIC SEA,1329,2016-12-19T18:05:03Z,kalingrad,2016-12-19,51,Kalingrad,0,54.69483,20.43467,2016-12-19T18:03:03Z,373.959,120,54.69683,20.43933
348134,NIMBUS SPB,99,8,17,RU,Tanker,59.92068,30.00522,93,291,293,RU ULU,7070,2016-12-17T08:33:04Z,st_petersburg,2016-12-17,51,St. Petersburg,0,59.92068,30.00522,2016-12-17T08:33:03Z,0,1,59.92068,30.00522
348139,FLANDRIYA,80,8,14,RU,Tanker,59.91033,30.22617,0,236,210,SPB,2800,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.91033,30.22617,2016-12-20T11:11:03Z,0,1,59.91033,30.22617
348160,MOSKVA-3,99,6,13,RU,Passenger,59.95503,30.27147,1,233,511,S.PETERSBURG,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.95503,30.27147,2016-12-20T11:11:03Z,0,1,59.95503,30.27147
348222,ALEKSANDR GLUKHOV,85,8,12,RU,Tanker,59.92017,30.00867,83,292,511,SAINT-PETERSBURG,1986,2016-12-18T21:07:04Z,st_petersburg,2016-12-18,51,St. Petersburg,0,59.92017,30.00867,2016-12-18T21:07:03Z,0,1,59.92017,30.00867
348318,DUNAEVSKIY,67,6,10,RU,Passenger,59.85643,30.49589,0,0,511,CLASS B,,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.85643,30.49589,2016-12-20T10:59:04Z,0,720,59.85643,30.49589
348371,GLANFORD,79,3,14,RU,Tug,54.6342,19.90631,39,203,169,BALTIYSK,2000,2016-12-20T11:11:02Z,kalingrad,2016-12-20,51,Kalingrad,0,54.63593,19.9082,2016-12-20T10:37:03Z,227.994,2039,54.6342,19.90631
348379,BERGEN T,65,8,12,RU,Tanker,54.69712,20.44023,70,51,511,KALININGRAD,1818,2016-12-19T22:43:03Z,kalingrad,2016-12-19,51,Kalingrad,0,54.69433,20.43343,2016-12-19T22:41:03Z,537.302,120,54.69712,20.44023
348411,GLADIUS,19,3,5,RU,Tug,55.00803,20.34105,9,36,318,PIONERSKIY,0,2016-12-20T10:57:02Z,kalingrad,2016-12-20,51,Kalingrad,0,54.99645,20.31767,2016-12-20T10:45:03Z,1974.883,719,55.00803,20.34105
348465,ALANA,87,8,14,RU,Tanker,59.88135,30.22818,0,0,511,SPB,3233,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.88135,30.22818,2016-12-20T11:11:03Z,0,1,59.88135,30.22818
348527,AMBAL,189,7,22,RU,Cargo,54.63367,19.921,0,270,247,BALTIYSK<->UST-LUGA,10000,2016-12-20T11:11:02Z,kalingrad,2016-12-20,51,Kalingrad,1,54.63383,19.921,2016-12-20T11:07:04Z,17.811,238,54.63367,19.921
348540,GAZPROMNEFT NORDWEST,72,8,13,RU,Tanker,59.89211,30.21622,0,2,32,SANKT-PETERBURG,2684,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.89211,30.21622,2016-12-20T11:11:03Z,0,1,59.89211,30.21622
348607,GEOR.POBEDONOSETS,128,7,16,RU,Cargo,59.87177,30.21339,0,336,129,ST PETERSBURG,5440,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.87177,30.21339,2016-12-20T11:11:03Z,0,1,59.87177,30.21339
348645,DMITRY SIROTKIN,43,3,10,RU,Tug,59.91247,30.23858,0,131,34,SPB,266,2016-12-20T11:11:04Z,st_petersburg,2016-12-20,51,St. Petersburg,1,59.91247,30.23858,2016-12-20T11:11:03Z,0,1,59.91247,30.23858
348769,SVYATITEL ALEKSIY,128,7,16,RU,Cargo,54.63647,19.97089,97,263,266,NLRTM,5440,2016-12-15T12:35:03Z,kalingrad,2016-12-15,50,Kalingrad,0,54.63647,19.97089,2016-12-15T12:33:03Z,0,120,54.63647,19.97089
